,Target,Topics
10084,اصل مطلب در مسئله‌ انتخابات، ایجاد حماسه‌ سیاسی است؛ حضور حماسی مردم در پای صندوق‌ها است. (حضرت امام,34
10085,وزیر محترم راه وشهر سازی جمهوری اسلامی ایران سلام علیکم با احترام به استحضار جنابعالی می‌رساند روستا,150
10086,رئیس محترم جمهور وزیر محترم نیرو با سلام به استحضار می‌رساند که آب شهرستان شهربابک در قالب ۱۶ حلقه چ,-1
10087,بسمه تعالی استاندار محترم استان کرمان جناب آقای محمدمهدی فداکار با سلام و دعای خیر و آرزوی توفیق آنچ,13
10088,ریاست محترم دانشگاه علوم پزشکی کرمان سلام علیکم احتراماً بدینوسیله به استحضار می‌رساند حقوق پرداختی ,-1
10089,مدیرکل محترم میراث فرهنگی، صنایع دستی و گردشگری استان کرمان سلام از آنجایی که اماکن تاریخی و آثار با,19
10090,بسمه تعالی ریاست محترم دانشگاه علوم پزشکی رفسنجان با سلام و احترام؛ بدینوسیله به استحضار می‌رساند، ا,-1
10091,بنام آفریدگار بی همتا جناب آقای دکتر منصور شکر الهینماینده محترم مجلس شورای اسلامی دادستان محترم کرم,5
10092,وزیر محترم کشور سلام ما مردم شهرستان کوهبنان بعد از گذشت بیش از سه دهه مطالبه‌گری درخصوص پیوستن به ح,-1
10093,"بنام خداوند بخشنده مهربان ""فَضَّلَ اللَّهُ الْمُجَاهِدینَ عَلَی الْقَاعِدینَ أَجْرًا عَظِیمًا"" خداون",58
10094,به نام خدا رئیس محترم انجمن مرکزی نظارت برانتخابات تعاونی‌ها واتاق‌های تعاون احتراماً به استحضار می‌,-1
10095,جناب آقای دکتر محمد مهدی فداکار استاندار محترم کرمان سلام علیکم احتراماً، هماهنگونه که مستحضرید سکان,13
10096,ریاست محترم جمهوری اسلامی ایران وزیر محترم آموزش و پرورش مدیرکل محترم آموزش و پرورش استان کرمان با س,96
10097,استاندار محترم کرمانجناب آقای دکتر فداکار مدیرعامل محترم شرکت توزیع برق شمالجناب آقای مهندس سلیمانی ,-1
10098,رئیس محترم سازمان محیط‌زیست وزیر محترم صنعت، معدن و تجارت نماینده‌ی محترم شهرستان بافت در مجلس استان,-1
10099,حجت الاسلام و المسلمین علیدادی سلیمانی امام جمعه محترم کرمان جناب دکتر فداکار استاندار محترم کرمان ج,5
10100,بر اساس گزارش کمیسیون قضایی و حقوقی مجلس مبنی بر تقاضای تحقیق و تفحص از بازرسی کل استان خراسان رضوی،,-1
10101,بسمه تعالی حجت الاسلام رئیسی ریاست محترم جمهوری اسلامی ایران با سلام و احترام به استحضار می‌رساند، ج,77
10102,ریاست محترم جمهور جناب آقای رئیسی، ریاست محترم قوه قضائیه جناب آقای محسنی اژه‌ای، با سلام و دعای خیر,100
10103,وزیر محترم راه و شهرسازیاستاندار محترم کرمانمدیرکل محترم اداره راه کرمانبا سلامنظر به اهمیت جان و ما,36
10104,وزیر محترم نیرووزیر محترم کشوربا سلاماحتراماً به استحضار می‌رساند که رودخانه های گیودری، شور و صادق ,8
10105,امام جمعه محترم سیرجان نماینده محترم مردم سیرجان فرماندار محترم سیرجان مدیرعامل محترم گل گهر سیرجانب,163
10106,جناب آقای رئیسیریاست محترم جمهوری اسلامی ایرانجناب آقای اوجیوزیر محترم نفتجناب آقای فداکاراستاندار م,132
10107,استاندار محترم استان کرماننمایندگان محترم مردم کرمان در مجلس شورای اسلامیمدیرعامل محترم آبفای استان ,-1
10108,ریاست محترم جمهوری اسلامی ایرانریاست محترم مجلس شورای اسلامیریاست محترم قوه قضاییهوزیر محترم کشوربا ,35
10109,رئیس محترم جمهوری اسلامی ایرانوزیر محترم راه وشهر سازیاستاندار محترم استان کرمان با سلامجاده میانچیل,-1
10110,فرماندار محترم شهرستان سلام با سلاماحتراماً به عرض حضرتعالی می‌رساند شهرداری نودژ در سال ۱۳۹۰ حدود ۳,-1
10111,خدمت فرماندار محترم شهرستان منوجان با سلام و احترامطبق فرمایشات مقام معظم رهبری مبنی بر اصل شفافیت و,-1
10112,استاندار محترم کرمانمدیرکل محترم اداره محیط‌زیست مدیرعامل محترم کارخانه کنسانتره بلوردبا سلاماحتراما,-1
10113,ریاست محترم جمهوری اسلامی ایرانریاست محترم مجلس شورای اسلامیریاست محترم سازمان سنجشریاست محترم سازما,-1
10114,بسمه تعالیریاست محترم سازمان توسعه و تجارت ایرانسلام علیکماحتراماً اینجانبان امضاکنندگان این نامه، ج,-1
10115,استاندار محترم استان کرمان با سلاماحتراما به استحضار می رساند اهالی روستای چاه حسن احمدی از توابع بخ,30
10116,ریاست محترم جمهوری اسلامی ایرانوزیر محترم کشوربا سلامامضا کنندگان این کارزار از دولت و حاکمیت خواستا,37
10117,جناب آقای ایمان شریفی ریاست محترم دانشگاه پیام نور شهرستان رودبارجنوب سلام و علیکمبه استحضار می رسان,-1
10118,ریاست محترم جمهوری اسلامی ایرانریاست محترم مجلس شورای اسلامیریاست محترم قوه قضائیه با سلام و احترامب,80
10119,جناب آیت الله رئیسیریاست محترم جمهوری اسلامی ایران با سلامفلکه بیرم آباد با موقعیت و جایگاه بسیار مه,44
10120,ریاست محترم جمهوری اسلامی ایرانوزیر محترم کشوراستاندار محترم کرمانبا سلامبرای ایجاد استانی جدید بر ا,-1
10121,ریاست محترم جمهوری اسلامی ایرانوزیر محترم کشوربا سلامامضا کنندگان این کار زار از دولت و حاکمیت خواست,37
10122,ریاست محترم جمهوری اسلامی ایرانریاست محترم مجلس شورای اسلامیوزیر محترم نیروبا سلامبه استحضار می‌رسان,37
10123,جناب آیت الله رئیسیریاست محترم جمهوری اسلامی ایران با سلامهمانگونه که استحضار دارید استان کرمان یکی ,-1
10124,جناب آقای محسنی‌اژه‌ایرئیس محترم قوه قضاییهجناب آقای نوریوزیر محترم آموزش و پرورشجناب آقای خداییانرئ,-1
10125,جناب آقای رئیسی، ریاست محترم جمهوری اسلامی ایران جناب آقای قالیباف، ریاست محترم مجلس شورای اسلامی جن,16
10126,وزیر محترم نیرو - جناب آقای دکتر علی اکبر محرابیان وزیر محترم کشور -جناب آقای دکتر احمد وحیدی با سلا,-1
10127,جناب آقای دکتر محمدمهدی فداکاراستاندار محترم استان کرمان سلام علیکماحتراماً به استحضار می‌رساند شهرس,13
10128,جناب آقای جلالینماینده محترم مردم رفسنجان در مجلس شورای اسلامی با سلام و احتراممسکن مهر طرحی جامع بر,46
10129,وزیر محترم بهداشت، درمان و آموزش پزشکیاستاندار محترم کرمانریاست محترم دانشگاه علوم پزشکی کرمانبا سلا,-1
10130,جناب آقای مهندس قاسمیوزیر محترم راه و شهرسازی با سلاماحتراماً به استحضار می رساند جاده ترانزیتی کرما,8
10131,حضرت آیت‌ الله‌العظمی سید علی حسینی خامنه‌ایرهبر معظم انقلاب اسلامیجناب آقای رئیسیرئیس محترم جمهوری ,157
10132,نماینده محترم مردم سیرجان در مجلس شورای اسلامیفرماندار محترم شهرستان سیرجانبا سلاماهمیت موقعیت جغراف,46
10133,جناب آقای محسنی‌اژه‌ایرئیس محترم قوه قضاییهجناب آقای نوریوزیر محترم آموزش و پرورشجناب آقای خداییانرئ,-1
10134,دادستان محترم کل کشور با درودما تعداد ۳۳.۰۰۰ فرهنگی ۲۲ سال قبل در تعاونی سحاب فرهنگیان کرمان سرمایه‌,-1
10135,جناب آقای رئیسیریاست محترم جمهوری اسلامی ایران با سلامهمان‌گونه که مستحضرید شهرستان بم با توجه به قد,-1
10136,جناب آقای دکتر علی زینی وند استاندار محترم استان کرمانجناب آقای دکتر ذبیح الله اعظمی نماینده محترم م,5
10137,جناب آقای رئیسی ریاست محترم جمهوری اسلامی ایرانجناب آقای دکتر وحیدیوزیر محترم کشورباسلاممدتهاست تعدا,91
10138,جناب آقای مهندس اوجی، وزیر محترم نفتجناب آقای زینی‌وند، استاندار محترم کرمانجناب آقای فعالی، مدیر مح,-1
10139,جناب آقای مهندس محرابیانوزیر محترم نیروبا سلاممتأسفانه پروژه حفاری مکانیزه تونل انتقال آب به کرمان ب,-1
10140,استاندار محترم کرمانشهردار محترم کرمانبا سلامبدینوسیله استدعا می‌کنیم که حداکثر حمایت و بضاعت خود را,50
10141,جناب آقای سجادی وزیر محترم ورزش و جوانانجناب آقای ماجدیسرپرست محترم فدراسیون فوتبال کشور با سلامتمام,103
10142,جناب آقای دکتر زارع‌پوروزیر محترم ارتباطات و فناوری اطلاعاتجناب آقای الهامیمدیرکل محترم اداره ارتباط,127
10143,جناب آقای دکتر فاطمی امینوزیر محترم صنعت، معدن و تجارتجناب آقای زینی‌ونداستاندار محترم کرمانبا سلامم,86
10144,جناب آقای مهندس ضرغامیوزیر محترم میراث فرهنگی، گردشگری و صنایع دستیجناب آقای زینی‌ونداستاندار محترم ,59
10145,جناب آقای وحیدیوزیر محترم کشورجناب آقای زینی‌ونداستاندار محترم کرمان سلام با توجه به اینکه چندین ماه,5
10146,جناب آقای حسن‌پورنماینده محترم شهرستان سیرجان و بردسیر در مجلس شورای اسلامیبا سلام و احترامما فرزندا,46
10147,جناب آقای دکتر عبدالملکیوزیر محترم تعاون، کار و رفاه اجتماعیجناب آقای دکتر فاطمی امینوزیر محترم صنعت,67
10148,جناب آقای دکتر وکیلیانریاست محترم دانشکده پزشکی دانشگاه علوم پزشکی رفسنجانبا سلاماحتراماً به استحضار,9
10149,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای دکتر سلاجقهرئیس محترم سازمان حفاظت محیط‌زیستب,84
10150,جناب آقای سلاجقهرئیس محترم سازمان حفاظت محیط زیستسرکار خانم رفیعیرئیس محترم فراکسیون محیط زیست مجلس ,71
10151,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانبا سلام و احترامچندیست که در طبیعت بکر کوهستانی، جنگل‌ه,27
10152,جناب آقای محمدینماینده محترم مردم رابر، بافت و ارزوئیه با سلام و احترامبه استحضار می‌رساند مجموعه رو,13
10153,جناب آقای رئیسیرئیس محترم جمهوری‌ اسلامی ایرانبا سلام از دیار ولایتمداران انقلابی و دلسوزان جمهوری ا,44
10154,جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای ,18
10155,جناب آقای اسماعیلیوزیر محترم فرهنگ و ارشاد اسلامیجناب آقای زینی‌وند استاندار محترم کرمان با سلام به ,88
10156,جناب آقای طاهررئیس محترم دانشگاه شهید باهنر کرمانسرکار خانم احتشام‌زادهمعاون محترم آموزشی و تحصیلات ,-1
10157,جناب آقای قاسمیوزیر محترم راه و شهرسازیجناب آقای سعیدی‌نژادشهردار محترم شهر کهنوجبا سلامما شهروندان ,5
10158,جناب آقای سلاجقهرئیس محترم سازمان حفاظت محیط‌زیستجناب آقای فاطمی‌ امینوزیر محترم صنعت،‌ معدن و تجارت,86
10159,جناب حجت‌الاسلام‌والمسلمین رئیسیریاست محترم جمهوری اسلامی ایران جناب حجت‌الاسلام‌والمسلمین محسنی اژه,166
10160,جناب حجت‌الاسلام والمسلمین رئیسیریاست محترم جمهوری اسلامی ایرانسلام علیکماحتراماً به استحضار می‌رسان,-1
10161,جناب آقای احمد وحیدیوزیر محترم کشور با سلامبا توجه به استعدادهای موجود در شهرستان سیرجان و نیز به دل,51
10162,ریاست محترم دانشکده علوم پزشکی سیرجانمدیرعامل محترم شرکت معدنی و صنعتی گل‌گهر سیرجان با سلاماحتراماً,9
10163,جناب حجت السلام والمسلمین سید ابراهیم رئیسیریاست محترم جمهوری اسلامی ایران جناب آقای محمدباقر قالیبا,117
10164,جناب آقای عیسی کلانتریریاست محترم سازمان حفاظت محیط زیست با سلامتالاب جازموریان، واقع در غرب شهرستان,25
10165,ریاست محترم دانشگاه حضرت نرجس (س) رفسنجان با عرض سلام و وقت بخیراحتراماً ما امضاکنندگان اعتراض خود ر,-1
10166,باسمه تعالی وزیر محترم راه و شهرسازیاستاندار محترم کرمان مدیر کل محترم راه و شهرسازی استان کرمانفرما,-1
10167,باسمه تعالی جناب آقای زینی‌ونداستاندار محترم کرمان سلام علیکمبه استحضار حضرتعالی می‌رساند با توجه به,13
10168,با سلام و احتراممسئولین هر شهر موظف به پاسخگویی و شفاف‌سازی در برابر مردم هستند و مجموعه شهرداری و ش,-1
10169,بسم الله الرحمن الرحیم پروردگار عالم را شاکر و سپاسگزاریم که بار دیگر این توفیق را به ما عطا نمود که,41
10170,با عرض سلامما جمعی از دانشگاهیان ایران اسلامی در استان کرمان، با امضای این طومار الکترونیک از حضرت آ,-1
10171,جناب آقای زینی‌ونداستاندار محترم کرمان با سلامبخش قابل توجهی از محور جیرفت-بلوک-فاریاب به طول ۱۱۰ کی,30
10172,باسمه تعالی ریاست محترم سازمان محیط زیست کشوردادستان محترم استان کرمانمدیر کل محترم صنعت، معدن و تجا,-1
10173,جناب آقای علیرضا رزم حسینیوزیر محترم صنعت، معدن و تجارت با سلاماحتراماً ما اهالی منطقه چهارگنبد،‌ نس,73
10174,باسمه تعالی جناب آقای دکتر محمدباقر قالیبافریاست محترم مجلس شورای اسلامیحجت الاسلام والمسلمین غلامحس,120
10175,جناب آقای دکتر زینی‌ونداستاندار محترم کرمان با سلامبدینوسیله به استحضار می‌رساند سازمان نظام مهندسی ,53
10176,جناب آقای فریدون عباسی دوانیریاست محترم کمیسیون انرژی مجلس شورای اسلامی با سلامشهرستان‌های جنوبی کرم,56
10177,هوالعادل جناب آقای احمد اسکندری نسبمدیر کل محترم آموزش و پرورش استان کرمان با صلوات بر محمد و آل محم,48
10178,جناب آقای عباس صالحیوزیر محترم فرهنگ و ارشاد اسلامی با سلامبا توجه به برگزاری موفق ۱۳ دوره جشنواره م,72
10179,جناب آقای محمدجواد آذری جهرمیوزیر محترم ارتباطات و فناوری اطلاعات با سلاماحتراماً به استحضار می‌رسان,17
10180,حجت الاسلام والمسلمین سید ابراهیم رئیسیریاست محترم قوه قضائیهجناب آقای عیسی کلانتریریاست محترم سازما,100
10181,باسمه تعالی جناب آقای محسن حاجی‌میرزاییوزیر محترم آموزش و پرورش سلام علیکماحتراماً جمعی از فرهنگیان ,6
10182,سرلشکر پاسدار حسین سلامیفرمانده محترم سپاه پاسداران انقلاب اسلامی با سلاماحتراماً درخواست داریم در د,-1
10183,وزیر محترم راه و شهرسازی سلام جاده مرگ فیروزآباد و هر روز شاهد داغدار شدن خانواده‌های چشم انتظار عزی,8
10184,رئیس و اعضای محترم شورای شهر کرمانشاه سلام؛ به دلیل نا‌کارآمدی و ناتوانی شهردار در اداره‌ی امور شهری,-1
10185,نماینده معظم ولی فقیه در کرمانشاه استاندار محترم کرمانشاه مسئولان محترم فرهنگی استان کرمانشاه‌ نماین,43
10186,به نام ایزد توانا، خداوند بی همتایی که زیباترین جلوه مهر خویش، محبت را در نهاد ما آدمیان نهاد، تا به,41
10187,باسمه تعالی معاونت محترم رئیس جمهوری و ریاست عالی بنیاد شهید و امور ایثارگران جناب آقای قاضی زاده ها,81
10188,هیئت رئیسه محترم دانشگاه رازی اینجانبان جمعی از دانشجویان دانشگاه رازی کرمانشاه به مصوبه هیئت رئیسه ,12
10189,جناب آقای بذرپاش وزیر محترم راه و شهرسازی سلام احتراما به اطلاع می‌رساند محور جوانرود به ثلاث باباجا,8
10190,ریاست محترم جمهوری اسلامی ایران وزیر محترم راه و شهرسازی کشور با سلام و عرض ادب در محور مواصلاتی روا,-1
10191,رئیس محترم اداره تغذیه دانشگاه‌های کشوری با درود فراوان به دلیل کیفیت بسیار پایین غذای سلف‌‌سرویس‌ها,-1
10192,استاندار محترم کرمانشاه سلام لجبازی‌های شورای شهر کرمانشاه، پروژه قطار شهری را به مرز تعطیلی کشانده ,-1
10193,وزیر محترم راه و شهرسازی با سلام و احترام به استحضار عالی می‌رساند بیمارستان ۵۴۰ تخت‌خوابی کرمانشاه ,8
10194,جناب آقای احمد وحیدی وزیر محترم کشور با اهداء سلام؛ احتراماً به استحضار می‌رساند اینجانبان امضا کنند,87
10195,جناب آقای دکتر محمدباقر قالیبافریاست محترم مجلس شورای اسلامی جناب آقای دکتر سید ابراهیم رئیسیریاست م,120
10196,ریاست محترم جمهوری اسلامی ایرانجناب آقای دکتر رئیسی وزیر محترم کشور جنابجناب آقای وحیدی سلام؛ ما (اه,-1
10197,بسم الله الرحمن الرحیم ریاست محترم دانشگاه علوم پزشکی کرمانشاه جناب آقای دکتر محمدی سلام با توجه به ,65
10198,ریاست محترم دیوان عالی کشور سلام علیکم احتراما به استحضار می‌رساند نزدیک به ۳۰۰۰ پلاک از اراضی شهرک ,-1
10199,استاندار محترم استان کرمانشاه سلام علیکم با عرض ادب و احترام و قبولی طاعات و عبادات جنابعالی از درگا,105
10200,استاندار محترم کرمانشاهجناب آقای صحرایی مدیر کل محترم راه و شهرسازی کرمانشاهجناب آقای آهکی با سلام ا,5
10201,جناب آقای محسنی‌اژه‌ایریاست محترم قوه قضائیه جناب آقای دکتر بهرام عین الهیوزیر محترم بهداشت، درمان و,-1
10202,استاندار محترم استان کرمانشاه سلام علیکم باعرض ادب و آرزوی قبولی طاعات و عبادات جنابعالی از درگاه ای,105
10203,با سلام و احترام با توجه به اینکه آب هرسین از مشکل‌دارترین آب‌ها برای مصرف شرب می‌باشد و سالانه مشکل,-1
10204,استاندار محترم کرمانشاه با سلامبا توجه به ارزش زیست محیطی بالای تالاب هشیلان در ۴۵ کیلومتری شهر کرما,-1
10205,استاندار محترم کرمانشاه با سلامبا توجه به خشکسالی های اخیر، برداشت بی رویه در بالادست و عدم لایروبی ,-1
10206,بسمه تعالی ریاست محترم جمهوری حجت السلام رئیسی سلام و علیکم جنابعالی در ۲۲ تیرماه ۹۷ در دیداری که با,27
10207,ریاست محترم سازمان نظام مهندسی ساختمان استان کرمانشاه با سلام و احترام در استان کرمانشاه علاوه بر نق,-1
10208,رئیس‌ جمهور محترم جمهوری اسلامی ایرانرئیس محترم مجلس شورای اسلامی ایرانوزیر محترم راه و شهر سازیاستا,40
10209,رئیس محترم سازمان حفاظت محیط زیستریاست محترم فراکسیون محیط زیست مجلس شورای اسلامیبا سلام پیشنهاد می‌,66
10210,جناب آقای اوجی وزیر محترم نفتبا سلاماینجانبان، جمعی از نیروهای مشاور شاغل در شرکت گاز کرمانشاه، با س,119
10211,جناب آقای دکتر رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای دکتر قالیبافرئیس محترم مجلس شورای اسلامی,130
10212,جناب آقای دکتر ساداتی‌نژادوزیر محترم جهاد کشاورزیجناب آقای قاسمیسرپرست محترم سازمان جهاد کشاورزی است,55
10213,استاندار محترم کرمانشاه فرماندار محترم کرمانشاه اعضای محترم شورای شهر کرمانشاهشهردار محترم کرمانشاهم,-1
10214,جناب آقای وحید احمدینماینده محترم مردم هرسین در مجلس شورای اسلامیجناب آقای ابوطالب ایتوندیفرماندار م,-1
10215,جناب آقای بازونداستاندار محترم کرمانشاهجناب آقای محسن دارابیمدیرکل محترم صنعت معدن و تجارت استان کرم,5
10216,جناب آقای عزت‌الله ضرغامی وزیر محترم میراث فرهنگی، گردشگری و صنایع دستی سلاماینجانبان، امضاکنندگان ا,19
10217,جناب آقای وحیدیوزیر محترم کشور سلام علیکماحتراما آنچه در ذیل به نظر حضرتعالی می‌رسد واقعیت تلخی است ,-1
10218,جناب آقای حبیب‌الله سپهرآییندادستان محترم جوانرود با سلام و عرض اراداتما، جمعی از مستأجران ساکن شهرس,50
10219,جناب حجت الاسلام والمسلمین سید ابراهیم رئیسی ریاست محترم جمهوری اسلامی ایران  سلام علیکم روستای شمشی,14
10220,باسمه تعالی جناب آقای مهندس بازونداستاندار محترم استان کرمانشاه با سلام و عرض تهیات الهیاحتراماً به ,13
10221,باسمه تعالی جناب حجت الاسلام و المسلمین سید ابراهیم رئیسیرئیس‌جمهور منتخب مردم ایران سلام علیکمضمن ت,61
10222,باسمه تعالی جناب آقای بیژن زنگنهوزیر محترم نفت سلام علیکماحداث پتروپالایش در گیلانغرب کمترین خواسته ,-1
10223,به نام خدا جناب آقای عبدالرضا رحمانی فضلیوزیر محترم کشورجناب آقای هوشنگ بازونداستاندار محترم کرمانشا,5
10224,جناب آقای سیدجواد حسینی کیاریاست محترم مجمع نمایندگان استان کرمانشاهجناب آقای هوشنگ بازونداستاندار م,5
10225,بسمه تعالیکرمانشاه، دیار پهلوانان، عالمان، نویسندگان، پژوهشگران و بزرگان در تمام حوزه‌هاست که همواره,75
10226,بسم الله الرحمن الرحیم سلام علیکمبا توجه به اهمیت و جایگاه قوه مجریه و اختیارات ریاست جمهوری که نقش ,-1
10227,جناب آقای علی رضایینماینده محترم مردم کنگاور، صحنه و هرسین در مجلس شورای اسلامیجناب آقای عبادالله کن,46
10228,جناب آقای حسن روحانیرئیس‌جمهور محترم ایرانجناب آقای محمدباقر قالیبافریاست محترم مجلس شورای اسلامی با,45
10229,جناب آقای دکتر سعید نمکی وزیر محترم بهداشت، درمان و آموزش پزشکی جناب آقای مهندس هوشنگ بازوند استاندا,11
10230,جناب آقای عبدالرضا رحمانی فضلیوزیر محترم کشورجناب آقای هوشنگ بازونداستاندار محترم کرمانشاهجناب آقای ,5
10231,به نام خدا جناب آقای دکتر پوریانمعاونت محترم آموزش واحد کرمانشاه سلام علیکماحتراماً به استحضار می‌رس,-1
10232,جناب آقای اژه‌ای رئیس محترم قوه قضائیه با عرض سلام و احترام، به نمایندگی از طرف ۲۰۰۰ مالباخته شهرستا,115
10233,وزیر محترم ارتباطات و فناوری اطلاعات با سلام و احترام؛ بدینوسیله به استحضار می‌رساند که منطقه تنگ تا,17
10234,استاندار محترم کهگیلویه و بویراحمد سلام با توجه به اینکه کسب مقام اول مشارکت در ادوار مختلف مختص است,-1
10235,استاندار محترم کهگیلویه و بویراحمد با سلام همانطور که مستحضرید روستای باباکلان یکی از غنی‌ترین روستا,30
10236,فرماندار محترم قلعه رئیسی رئیس محترم آموزش و پرورش قلعه رئیسی سلام با توجه به اینکه شهر قلعه رئیسی م,-1
10237,جناب آقای رئیسی ریاست محترم جمهوری اسلامی ایران با سلام و احترام به اطلاع می‌رساند پروژه‌های عمرانی ,77
10238,نماینده محترم شهرستان کهگیلویه و لنده بهمئی وچاروسا استاندار محترم استان کهگیلویه و بویراحمد معاونت ,134
10239,به نام خدا جناب آقای دکتر وحیدی وزیر محترم کشور با عرض سلام و ادب و قبولی طاعات و عبادات و تبریک سال,105
10240,مدیرکل محترم منابع طبیعی استان کهگیلویه و بویراحمد با سلام و احترام، با توجه به بارش‌های خوب زمستانه,-1
10241,دادستان محترم استان کهگیلویه و بویراحمد سلام با توجه به اینکه در جریان برگزاری انتخابات دوازدهمین دو,-1
10242,جناب آقای وحیدی وزیر محترم وزارت کشور سلام با توجه به اینکه استاندار کهگیلویه و بویراحمد کارآمدی لاز,13
10243,بسم الله الرحمن الرحیم اعضاء محترم شورای نگهبان کشور جناب آقای وحیدیریاست محترم هیئت مرکزی اجرائی ان,145
10244,اعضاء محترم شورای نگهبان کشور جناب آقای وحیدیریاست محترم هیئت مرکزی اجرائی انتخابات مجلس جناب آقای س,-1
10245,وزیر محترم جهاد کشاورزی دادستان محترم استان کهگیلویه و بویراحمد سلام ادراه کل منابع طبیعی استان کهگی,-1
10246,بسم الله الرحمن الرحیم ریاست محترم شرکت ملی مناطق نفت‌خیز جنوب با سلام و احترام به استحضار می‌رساند ,-1
10247,بسم الله الرحمن الرحیم  دبیر محترم شورای نگهبان کشور نهادها وهیئت‌های اجرایی انتخابات سلام علیکم طبق,145
10248,به نام خدا مدیر کل محترم آموزش و پرورش استان کهگلیویه و بویراحمد با سلام و احترام امضا کنندگان این ک,-1
10249,برادر گرامی جناب آقای دکتر احمدزاده استاندار محترم استان کهگیلویه و بویراحمد سلام علیکم احتراماً، ما,13
10250,استاندار و رئیس محترم شورای تأمین استان کهگیلویه و بویراحمد با سلام و احترام، خواهشمند است ترتیبی ات,13
10251,بسمه تعالی از آنجایی که همه ما نسبت به آیندگان مسئول هستیم و باید اصلح‌ترین افراد را برای مناصب مدیر,34
10252,بسمه تعالی وزیر محترم کشور سلام تغییر مدیران ناکارآمد و ضعیف، لازمه دمیدن روح نشاط و تلاش در جامعه م,-1
10253,بسم الله الرحمن الرحیم وزیر محترم کشور ریاست و نمایندگان محترم مجلس شورای اسلامی با سلام با توجه به ,-1
10254,ما امضاکنندگان این کارزار، شهروندان شهر دهدشت مرکز شهرستان کهگیلویه، با توجه به رشد فزاینده جمعیت شه,-1
10255,بسم الله الرحمن الرحیم اینجانبان امضاء کنندگان ذیل، سپرده‌گذاران شرکت تجارت گستران سرمایه پویش به اس,114
10256,بسم الله الرحمن الرحیم معاونت محترم آموزشی دانشگاه علوم پزشکی یاسوججناب آقای دکتر سادات با اهدا سلام,65
10257,ریاست محترم جمهورریاست محترم مجلس شورای اسلامیوزرا و اعضای محترم هیئت دولتنماینده محترم ولی فقیه در ,131
10258,وزیر محترم کشوربا سلامدرخواست تغییر نام استان کهگیلویه و بویراحمد به نام متناسب با موقعیت جغرافیایی ,-1
10259,دادستان محترم استان کهگیلویه وبویراحمداستاندار محترم استان کهگیلویه و بویراحمدمدیرکل محترم منابع طبی,-1
10260,ریاست محترم سازمان حفاظت محیط‌زیستریاست محترم فراکسیون محیط‌زیست مجلس شورای اسلامیریاست محترم کمیسیو,66
10261,ریاست محترم مجلس شورای اسلامیاستاندار محترم کهکلویه و بویراحمدبا سلامهمچنان که شرکت در انتخابات یک و,43
10262,ریاست محترم جمهوری اسلامی ایرانریاست محترم مجلس شورای اسلامیوزیر محترم نفتبا سلاماحتراماً باتوجه به ,37
10263,استاندار محترم استان کهگلویه و بویراحمدشهردار محترم یاسوجبا سلامشهر یاسوج در گزارشاتی که از سمت رسان,36
10264,جناب آقای دکتر احمدزادهاستاندار محترم استان کهگیلویه و بویراحمد با سلامهمانگونه که مستحضر هستید، متأ,13
10265,حضرت آیت‌الله رئیسی دامت توفیقاتهرئیس‌جمهور محترم و رئیس شورای عالی جهاد سازندگی، امور عشایر و توسعه,66
10266,جناب آقای غریب‌پور دادستان محترم شهرستان دنا با سلامقطع درختان سبز بلوط در منطقه حفاظت‌شده دنا، به‌خ,109
10267,جناب آقای مهندس قاسمیوزیر محترم وزارت راه و شهرسازیجناب آقای کلانتریاستاندار محترم استان کهکیلویه و ,5
10268,جناب آقای زلفی‌گلوزیر محترم علوم، تحقیقات و فناوریهیئت‌رئیسه محترم دانشگاه یاسوجبا سلامطبق مصوبه هیئ,7
10269,جناب حجت‌الاسلام‌والمسلمین رئیسیرئیس‌جمهور محترم ایرانجناب حجت‌الاسلام‌و‌المسلمین محسنی اژه‌ایرئیس م,171
10270,جناب حجت‌الاسلام‌والمسلمین رئیسیرئیس‌جمهور محترم ایرانجناب حجت‌الاسلام‌و‌المسلمین محسنی اژه‌ایرئیس م,-1
10271,ریاست محترم نهاد نمایندگی مقام معظم رهبری در دانشگاه‌ها حجت الاسلام و المسلمین مصطفی رستمی با سلامما,-1
10272,جناب آقای علیرضا منادیریاست محترم کمیسیون آموزش و تحقیقات مجلس شورای اسلامیجناب آقای سید محمد موحدری,-1
10273,بسم الله الرحمن الرحیم جناب آقای دکتر سعید جلیلی با سلامما مردم شهیدپرور و انقلابی استان کهگیلویه و ,65
10274,جناب حجت الاسلام والمسلمین حاج آقا حاج‌علی اکبریرئیس محترم شورای سیاست‌گذاری ائمه جمعه با سلاماحترام,57
10275,بسم الله الرحمن الرحیم جناب آقای حسین کلانتریاستاندار محترم استان کهگیلویه و بویراحمدجناب آقای مهدی ,5
10276,رئیس محترم شورای نظارت بر انتخابات وزیر محترم کشور رئیس محترم مجلس شورای اسلامی استاندار محترم گلستا,145
10277,ریاست محترم جمهوری اسلامی‌ایران وزیر محترم ورزش و جوانان ریاست محترم فدراسیون والیبال سلام علیکم، اح,31
